id	rp	sp	choice	purpose	npersons	age	employ_status	mainearn	arrival_time	gender	rail_ivtt	rail_cost	rail_transfers	rail_acc_time	rail_egr_time	rail_acc_mode	rail_egr_mode	seat_status	car_ivtt	car_cost	car_walk_time	car_parking_fee	rail_comfort	rp_transfer	rp_choice	rp_rail_ovt	rp_car_ovt	Weights
44	1	0	0	0	1	0	1	0	1	1	2.0	50.0	2	0.33299999999999996	0.5	0	0	0	2.0	36.0	0.017	1	-1	2	0	0.833	0.017	0.8390317612040569
45	1	0	0	0	3	0	1	0	0	0	1.75	30.0	0	0.083	0.0	1	1	0	1.5	11.333	0.0	0	-1	0	0	0.083	0.0	0.6294429649167823
46	1	0	0	0	4	0	0	1	0	0	1.5	33.0	1	0.25	0.33299999999999996	0	0	0	1.0	3.125	0.083	1	-1	1	0	0.583	0.083	0.6294429649167823
47	1	0	0	0	3	0	0	0	0	1	1.167	32.0	1	0.25	0.083	0	1	0	1.167	5.0	0.083	0	-1	1	0	0.33299999999999996	0.083	0.8390317612040569
48	1	0	0	0	4	0	1	0	0	0	1.8330000000000002	40.0	0	0.16699999999999998	0.25	1	0	0	2.0	6.25	0.083	1	-1	0	0	0.41700000000000004	0.083	0.6294429649167823
49	1	0	0	0	2	0	1	1	0	0	1.3330000000000002	45.0	1	0.16699999999999998	0.25	0	1	0	1.5	11.0	0.083	1	-1	1	0	0.41700000000000004	0.083	0.6294429649167823
50	1	0	1	0	1	1	1	1	1	1	1.5	10.0	0	0.25	0.33299999999999996	0	0	1	1.75	31.0	0.083	1	-1	0	1	0.583	0.083	1.6383383900657613
51	1	0	1	1	1	1	0	1	1	0	1.75	60.3	1	0.11699999999999999	0.133	0	1	1	1.75	23.0	0.017	0	-1	1	1	0.25	0.017	1.5357835462624192
53	1	0	0	0	2	0	1	0	1	0	1.5	40.0	0	0.16699999999999998	0.25	0	0	0	2.0	4.995	0.25	0	-1	0	0	0.41700000000000004	0.25	0.6294429649167823
54	1	0	0	0	2	1	1	1	0	1	1.5	42.5	1	0.1	0.083	1	1	0	1.5	7.5	0.083	0	-1	1	0	0.183	0.083	1.6383383900657613
55	1	0	0	0	2	1	0	1	0	0	1.25	56.0	0	0.33299999999999996	0.75	0	0	0	1.25	10.0	0.017	1	-1	0	0	1.083	0.017	1.5357835462624192
56	1	0	1	0	1	0	0	1	0	0	2.0	50.0	1	0.16699999999999998	0.33299999999999996	1	0	0	1.0	12.0	0.017	1	-1	1	1	0.5	0.017	0.6294429649167823
57	1	0	0	0	3	1	0	1	0	1	1.167	30.0	1	0.25	0.16699999999999998	0	0	0	2.0	10.0	0.033	0	-1	1	0	0.41700000000000004	0.033	1.6383383900657613
58	1	0	1	0	2	0	1	0	1	1	2.05	44.9	1	0.083	0.3	0	1	0	2.0	7.5	0.11699999999999999	0	-1	1	1	0.38299999999999995	0.11699999999999999	0.8390317612040569
59	1	0	0	0	4	0	1	0	1	1	1.5	30.0	0	1.0	0.33299999999999996	0	0	0	2.0	8.75	0.017	1	-1	0	0	1.3330000000000002	0.017	0.8390317612040569
60	1	0	0	0	2	1	0	0	0	1	2.0	40.0	1	0.16699999999999998	0.25	0	0	0	1.25	12.5	0.083	1	-1	1	0	0.41700000000000004	0.083	1.6383383900657613
61	1	0	0	0	3	1	1	0	1	1	1.25	42.5	0	0.33299999999999996	0.16699999999999998	0	0	0	1.25	8.333	0.033	1	-1	0	0	0.5	0.033	1.6383383900657613
62	1	0	1	1	6	0	0	0	1	0	1.25	15.0	0	0.083	0.33299999999999996	0	1	0	1.25	12.5	0.33299999999999996	0	-1	0	1	0.41600000000000004	0.33299999999999996	0.6294429649167823
63	1	0	0	0	2	0	1	0	0	0	2.0	42.0	1	0.11699999999999999	0.16699999999999998	1	1	0	2.0	9.0	0.16699999999999998	0	-1	1	0	0.284	0.16699999999999998	0.6294429649167823
64	1	0	1	0	5	0	1	0	0	1	1.75	12.0	1	0.05	0.16699999999999998	0	0	0	1.5	1.2	0.083	0	-1	1	1	0.217	0.083	0.8390317612040569
65	1	0	0	0	4	0	0	1	0	0	1.5	33.0	0	0.33299999999999996	0.083	0	0	0	1.75	0.25	0.017	1	-1	0	0	0.41600000000000004	0.017	0.6294429649167823
66	1	0	1	0	2	1	1	0	0	0	1.25	36.2	0	0.133	1.25	0	1	0	1.5	40.0	0.017	1	-1	0	1	1.383	0.017	1.5357835462624192
67	1	0	1	0	6	1	0	0	0	1	1.5	22.0	0	0.16699999999999998	0.16699999999999998	0	1	0	1.5	4.167	0.25	0	-1	0	1	0.33399999999999996	0.25	1.6383383900657613
68	1	0	0	0	4	1	0	1	1	0	1.5	35.0	1	0.16699999999999998	0.25	1	1	0	1.9169999999999998	2.5	0.16699999999999998	0	-1	1	0	0.41700000000000004	0.16699999999999998	1.5357835462624192
69	1	0	0	0	4	0	1	0	0	1	2.0	29.0	1	0.5	0.33299999999999996	0	0	0	1.75	5.0	0.16699999999999998	0	-1	1	0	0.833	0.16699999999999998	0.8390317612040569
70	1	0	1	1	1	0	0	1	0	0	1.5	33.0	1	0.16699999999999998	0.33299999999999996	0	1	0	2.0	50.0	0.017	0	-1	1	1	0.5	0.017	0.6294429649167823
71	1	0	1	0	1	0	1	0	0	1	1.25	35.0	0	0.33299999999999996	0.41700000000000004	0	0	0	1.25	20.0	0.017	1	-1	0	1	0.75	0.017	0.8390317612040569
72	1	0	0	0	1	1	0	1	0	0	1.25	30.0	0	0.25	0.25	0	0	0	1.25	40.0	0.083	0	-1	0	0	0.5	0.083	1.5357835462624192
73	1	0	0	0	2	0	0	1	0	0	1.5	40.0	0	1.0	0.25	0	0	0	1.5	13.0	0.033	1	-1	0	0	1.25	0.033	0.6294429649167823
74	1	0	0	0	3	0	0	0	0	1	2.0	37.5	1	0.083	0.33299999999999996	0	0	0	1.4169999999999998	12.333	0.017	0	-1	1	0	0.41600000000000004	0.017	0.8390317612040569
75	1	0	0	1	2	0	0	1	0	0	2.0	40.0	2	0.16699999999999998	0.16699999999999998	0	0	0	2.5	19.5	0.017	1	-1	2	0	0.33399999999999996	0.017	0.6294429649167823
76	1	0	1	1	1	0	0	0	1	0	1.5	35.0	0	0.5	0.5	0	0	0	1.75	60.0	0.017	1	-1	0	1	1.0	0.017	0.6294429649167823
77	1	0	1	1	1	0	1	0	1	0	2.0	27.0	1	0.2	0.083	0	0	0	2.0	10.0	0.0	1	-1	1	1	0.28300000000000003	0.0	0.6294429649167823
78	1	0	1	0	2	1	0	0	0	1	1.8330000000000002	27.0	1	0.33299999999999996	0.5	0	0	0	1.5	15.0	0.017	1	-1	1	1	0.833	0.017	1.6383383900657613
79	1	0	1	0	4	1	1	1	1	0	2.0	25.0	2	0.083	0.16699999999999998	0	0	0	2.0	19.5	0.16699999999999998	0	-1	2	1	0.25	0.16699999999999998	1.5357835462624192
80	1	0	0	0	1	1	1	1	0	1	2.5	40.0	1	0.5	0.5	0	0	0	2.0	15.0	0.083	1	-1	1	0	1.0	0.083	1.6383383900657613
81	1	0	0	0	5	0	0	1	1	1	0.8170000000000001	12.5	0	0.11699999999999999	0.16699999999999998	0	0	0	1.167	7.2	0.083	0	-1	0	0	0.284	0.083	0.8390317612040569
82	1	0	0	0	2	0	0	0	0	0	1.25	30.0	1	0.33299999999999996	0.25	1	0	0	1.3330000000000002	13.75	0.017	1	-1	1	0	0.583	0.017	0.6294429649167823
83	1	0	0	0	1	1	1	0	0	1	1.0	20.0	0	0.083	0.25	1	0	0	1.5	30.0	0.033	1	-1	0	0	0.33299999999999996	0.033	1.6383383900657613
84	1	0	1	0	1	0	1	0	1	1	1.5	43.0	1	0.16699999999999998	0.25	1	0	0	2.25	20.0	0.16699999999999998	1	-1	1	1	0.41700000000000004	0.16699999999999998	0.8390317612040569
85	1	0	1	0	3	0	1	0	0	1	1.167	27.0	2	0.75	0.16699999999999998	0	0	0	1.75	7.767	0.083	1	-1	2	1	0.917	0.083	0.8390317612040569
86	1	0	1	0	1	0	0	0	0	0	2.0	50.0	1	0.083	0.16699999999999998	1	0	0	1.5	25.0	0.017	1	-1	1	1	0.25	0.017	0.6294429649167823
88	1	0	1	0	1	1	1	0	1	1	1.5	40.0	0	0.083	0.33299999999999996	0	0	0	1.75	40.0	0.033	1	-1	0	1	0.41600000000000004	0.033	1.6383383900657613
90	1	0	0	0	2	1	0	1	0	0	1.0	35.2	0	0.16699999999999998	0.083	0	0	0	1.5	8.0	0.017	1	-1	0	0	0.25	0.017	1.5357835462624192
91	1	0	1	1	1	0	0	1	1	1	1.5	26.0	1	0.16699999999999998	0.16699999999999998	1	1	0	1.5	30.0	0.017	0	-1	1	1	0.33399999999999996	0.017	0.8390317612040569
92	1	0	0	0	2	0	0	0	0	0	1.5	50.0	0	0.33299999999999996	0.33299999999999996	0	0	0	2.0	15.0	0.017	1	-1	0	0	0.6659999999999999	0.017	0.6294429649167823
94	1	0	1	1	1	0	1	1	1	0	1.5	36.2	0	0.16699999999999998	0.33299999999999996	0	0	0	3.0	32.0	0.05	0	-1	0	1	0.5	0.05	0.6294429649167823
95	1	0	1	0	2	0	1	1	0	1	1.167	20.0	0	0.083	0.33299999999999996	0	0	0	1.5	12.5	0.083	1	-1	0	1	0.41600000000000004	0.083	0.8390317612040569
96	1	0	0	0	4	1	1	1	0	0	1.5	40.0	1	0.16699999999999998	0.33299999999999996	1	0	0	1.25	8.75	0.16699999999999998	1	-1	1	0	0.5	0.16699999999999998	1.5357835462624192
97	1	0	0	0	2	0	1	1	0	1	1.5	30.0	1	0.41700000000000004	0.33299999999999996	1	1	0	1.3330000000000002	7.5	0.033	0	-1	1	0	0.75	0.033	0.8390317612040569
98	1	0	1	0	6	1	0	0	0	1	1.3330000000000002	22.0	0	0.25	0.25	0	0	0	1.5	6.667000000000001	0.0	1	-1	0	1	0.5	0.0	1.6383383900657613
99	1	0	0	0	5	1	1	0	0	1	2.0	45.0	0	0.41700000000000004	0.33299999999999996	0	0	0	1.5	19.998	0.083	1	-1	0	0	0.75	0.083	1.6383383900657613
100	1	0	0	0	2	0	1	0	0	1	2.0	40.0	1	0.083	0.25	0	0	0	2.25	15.0	0.083	1	-1	1	0	0.33299999999999996	0.083	0.8390317612040569
101	1	0	1	1	1	0	0	0	1	0	1.75	20.0	1	0.33299999999999996	0.41700000000000004	1	1	0	2.5	30.0	0.16699999999999998	1	-1	1	1	0.75	0.16699999999999998	0.6294429649167823
102	1	0	1	0	1	1	1	0	0	1	1.75	35.0	1	0.25	0.33299999999999996	0	0	0	1.5	50.0	0.017	1	-1	1	1	0.583	0.017	1.6383383900657613
103	1	0	0	0	2	0	1	1	0	0	2.0	50.0	0	0.067	0.75	1	0	0	1.75	5.25	0.05	0	-1	0	0	0.8170000000000001	0.05	0.6294429649167823
104	1	0	1	0	1	0	1	1	1	0	1.5	36.0	0	0.25	0.25	0	0	0	1.5	1.0	0.833	1	-1	0	1	0.5	0.833	0.6294429649167823
105	1	0	1	0	1	1	0	0	0	0	1.5	38.0	0	0.16699999999999998	0.33299999999999996	0	1	0	2.0	40.0	0.16699999999999998	1	-1	0	1	0.5	0.16699999999999998	1.5357835462624192
106	1	0	0	0	5	0	1	0	0	1	2.0	40.0	1	0.25	0.75	1	0	0	1.25	12.0	0.033	0	-1	1	0	1.0	0.033	0.8390317612040569
107	1	0	0	0	3	0	1	0	0	0	1.5	23.75	0	0.33299999999999996	0.16699999999999998	0	0	0	1.3330000000000002	3.333	0.083	1	-1	0	0	0.5	0.083	0.6294429649167823
108	1	0	0	1	1	0	0	1	1	0	1.75	45.0	1	0.33299999999999996	0.33299999999999996	0	0	1	1.5	72.0	0.083	1	-1	1	0	0.6659999999999999	0.083	0.6294429649167823
109	1	0	0	0	1	0	0	1	0	0	1.5	40.0	1	0.25	0.33299999999999996	0	0	0	1.167	8.0	0.017	1	-1	1	0	0.583	0.017	0.6294429649167823
110	1	0	1	1	1	1	0	1	0	0	1.4169999999999998	36.2	0	0.25	0.25	0	0	0	2.0	90.0	0.11699999999999999	0	-1	0	1	0.5	0.11699999999999999	1.5357835462624192
111	1	0	0	0	3	0	0	1	0	0	2.0	40.0	1	0.25	0.5	0	0	0	0.917	8.333	0.083	1	-1	1	0	0.75	0.083	0.6294429649167823
112	1	0	0	0	4	0	0	1	0	0	1.5	35.0	0	0.16699999999999998	0.5	0	0	0	1.5	10.0	0.017	1	-1	0	0	0.667	0.017	0.6294429649167823
113	1	0	1	0	2	1	1	0	0	1	2.0	10.0	1	0.16699999999999998	0.5	0	0	1	2.0	17.5	0.083	0	-1	1	1	0.667	0.083	1.6383383900657613
114	1	0	0	0	3	0	1	0	0	1	1.75	25.0	1	0.083	1.0	0	0	0	1.167	1.3330000000000002	0.033	0	-1	1	0	1.083	0.033	0.8390317612040569
116	1	0	1	0	2	1	1	1	1	1	1.5	35.0	0	0.16699999999999998	0.16699999999999998	0	0	0	2.5	30.0	0.083	0	-1	0	1	0.33399999999999996	0.083	1.6383383900657613
117	1	0	1	0	2	0	0	0	0	1	1.75	30.0	0	0.16699999999999998	0.16699999999999998	0	1	0	1.75	10.0	0.16699999999999998	0	-1	0	1	0.33399999999999996	0.16699999999999998	0.8390317612040569
118	1	0	1	0	6	1	0	0	1	1	2.0	30.5	2	0.11699999999999999	0.083	0	1	0	2.0	1.875	0.083	1	-1	2	1	0.2	0.083	1.6383383900657613
119	1	0	0	0	2	0	0	1	0	1	1.75	30.0	0	0.16699999999999998	0.5	0	1	0	1.5	12.5	0.033	1	-1	0	0	0.667	0.033	0.8390317612040569
120	1	0	0	0	3	1	1	1	0	1	1.5	35.0	1	0.083	0.5	1	0	0	2.0	4.167	0.083	1	-1	1	0	0.583	0.083	1.6383383900657613
121	1	0	1	0	1	0	1	0	1	0	1.5	30.0	0	0.16699999999999998	0.16699999999999998	0	0	0	1.5830000000000002	35.0	0.033	1	-1	0	1	0.33399999999999996	0.033	0.6294429649167823
122	1	0	1	0	1	0	1	0	1	0	1.5	21.7	0	0.16699999999999998	0.05	1	0	0	1.5	15.0	0.083	1	-1	0	1	0.217	0.083	0.6294429649167823
123	1	0	1	1	2	0	0	1	1	0	2.0	37.0	1	0.25	0.25	0	0	1	2.0	25.0	0.033	1	-1	1	1	0.5	0.033	0.6294429649167823
124	1	0	1	0	1	1	1	0	0	1	1.25	20.7	0	0.25	0.33299999999999996	0	0	0	1.5	15.0	0.017	1	-1	0	1	0.583	0.017	1.6383383900657613
125	1	0	1	0	4	1	0	1	1	0	2.333	10.0	2	0.083	0.16699999999999998	0	0	1	2.0	12.5	0.017	1	-1	2	1	0.25	0.017	1.5357835462624192
126	1	0	1	1	1	0	0	1	1	1	1.75	45.0	1	0.16699999999999998	0.16699999999999998	0	1	0	1.75	12.0	0.05	0	-1	1	1	0.33399999999999996	0.05	0.8390317612040569
127	1	0	0	0	2	0	0	0	0	1	1.25	30.0	1	0.217	0.16699999999999998	0	1	0	1.5	6.25	0.083	0	-1	1	0	0.384	0.083	0.8390317612040569
128	1	0	1	0	1	0	0	0	0	0	2.5	36.0	1	0.16699999999999998	0.75	1	1	0	2.0	14.0	0.0	1	-1	1	1	0.917	0.0	0.6294429649167823
129	1	0	1	0	2	0	0	1	0	1	2.5	40.0	2	0.083	0.16699999999999998	1	0	0	2.0	15.0	0.15	0	-1	2	1	0.25	0.15	0.8390317612040569
130	1	0	0	0	2	1	1	0	0	0	1.5	36.2	1	0.33299999999999996	0.033	0	1	0	1.083	20.0	0.5	1	-1	1	0	0.366	0.5	1.5357835462624192
131	1	0	1	0	1	0	0	0	0	1	1.8330000000000002	27.0	0	0.083	0.5	0	1	0	2.5	30.0	0.083	0	-1	0	1	0.583	0.083	0.8390317612040569
132	1	0	0	0	3	0	0	1	1	0	1.25	45.0	1	0.25	0.33299999999999996	0	0	0	1.3330000000000002	18.333	0.083	1	-1	1	0	0.583	0.083	0.6294429649167823
133	1	0	0	0	1	0	0	0	0	1	1.0	40.0	0	0.33299999999999996	0.25	0	0	1	1.25	20.0	0.083	0	-1	0	0	0.583	0.083	0.8390317612040569
134	1	0	0	0	3	0	1	0	0	1	2.0	50.0	1	0.16699999999999998	0.25	1	1	0	1.5	3.333	0.0	1	-1	1	0	0.41700000000000004	0.0	0.8390317612040569
135	1	0	0	0	2	1	1	0	0	1	1.8330000000000002	38.0	1	0.16699999999999998	0.16699999999999998	1	0	0	1.5	11.25	0.083	0	-1	1	0	0.33399999999999996	0.083	1.6383383900657613
136	1	0	0	0	5	1	1	1	0	1	1.5	50.0	1	0.75	0.5	0	1	0	1.75	2.0	0.33299999999999996	1	-1	1	0	1.25	0.33299999999999996	1.6383383900657613
137	1	0	0	0	3	0	0	0	1	0	1.5	35.0	0	0.16699999999999998	0.33299999999999996	0	1	0	1.75	5.0	0.25	0	-1	0	0	0.5	0.25	0.6294429649167823
138	1	0	0	0	5	0	0	1	0	0	1.8330000000000002	45.0	2	0.16699999999999998	0.33299999999999996	1	0	0	1.5	0.95	0.017	1	-1	2	0	0.5	0.017	0.6294429649167823
139	1	0	0	0	4	0	0	0	1	0	2.0	35.0	1	0.16699999999999998	0.033	0	1	0	1.5	1.875	0.16699999999999998	1	-1	1	0	0.2	0.16699999999999998	0.6294429649167823
140	1	0	0	1	2	0	1	0	0	1	1.3330000000000002	34.5	0	0.25	0.41700000000000004	0	0	0	1.75	7.5	0.017	1	-1	0	0	0.667	0.017	0.8390317612040569
141	1	0	0	0	2	0	1	1	0	0	1.5	40.0	1	0.083	0.33299999999999996	1	0	0	1.5	17.5	0.083	1	-1	1	0	0.41600000000000004	0.083	0.6294429649167823
142	1	0	0	0	3	0	0	0	0	1	0.75	40.0	1	0.33299999999999996	0.33299999999999996	0	0	0	1.0	6.667000000000001	0.25	0	-1	1	0	0.6659999999999999	0.25	0.8390317612040569
143	1	0	0	0	2	0	0	1	0	0	1.5	25.0	1	0.5	0.33299999999999996	1	0	0	1.25	10.0	0.0	1	-1	1	0	0.833	0.0	0.6294429649167823
144	1	0	0	0	3	0	0	1	0	1	1.5	14.0	2	0.16699999999999998	0.33299999999999996	1	0	0	1.75	2.5	0.017	1	-1	2	0	0.5	0.017	0.8390317612040569
145	1	0	1	0	2	0	1	0	0	1	1.75	48.0	1	0.33299999999999996	0.11699999999999999	0	0	0	1.5	12.5	0.083	0	-1	1	1	0.45	0.083	0.8390317612040569
146	1	0	0	1	1	0	0	1	1	0	1.5	32.0	2	0.25	0.75	1	0	0	1.75	32.0	0.017	1	-1	2	0	1.0	0.017	0.6294429649167823
147	1	0	1	0	1	1	0	1	0	1	1.75	35.0	0	0.16699999999999998	0.2	0	0	0	2.0	35.0	0.25	1	-1	0	1	0.36700000000000005	0.25	1.6383383900657613
148	1	0	0	0	2	0	0	1	0	1	1.75	50.0	0	0.16699999999999998	0.41700000000000004	0	0	0	1.5	27.5	0.017	1	-1	0	0	0.584	0.017	0.8390317612040569
149	1	0	0	0	1	0	1	0	0	0	1.3330000000000002	30.0	0	0.25	0.33299999999999996	0	0	0	1.25	20.0	0.017	1	-1	0	0	0.583	0.017	0.6294429649167823
150	1	0	0	0	2	0	1	0	1	0	1.5830000000000002	25.0	1	0.11699999999999999	0.083	0	0	0	1.75	15.0	0.017	0	-1	1	0	0.2	0.017	0.6294429649167823
151	1	0	0	0	5	0	0	0	0	1	2.25	30.0	2	0.16699999999999998	0.33299999999999996	0	0	0	1.75	3.0	0.017	0	-1	2	0	0.5	0.017	0.8390317612040569
